arquivo,estado_predito,estado_real
018628.jpg,NORMAL,NORMAL
018629.jpg,NORMAL,NORMAL
018630.jpg,NORMAL,NORMAL
018631.jpg,NORMAL,NORMAL
018648.jpg,NORMAL,NORMAL
018649.jpg,NORMAL,NORMAL
018650.jpg,NORMAL,NORMAL
018651.jpg,NORMAL,NORMAL
018652.jpg,NORMAL,NORMAL
018653.jpg,NORMAL,NORMAL
018654.jpg,NORMAL,NORMAL
018655.jpg,NORMAL,NORMAL
018656.jpg,NORMAL,NORMAL
018657.jpg,NORMAL,NORMAL
018658.jpg,NORMAL,NORMAL
018659.jpg,NORMAL,NORMAL
018660.jpg,NORMAL,NORMAL
018661.jpg,NORMAL,NORMAL
018662.jpg,NORMAL,NORMAL
018663.jpg,NORMAL,NORMAL
018664.jpg,NORMAL,NORMAL
018665.jpg,NORMAL,NORMAL
018666.jpg,NORMAL,NORMAL
018667.jpg,NORMAL,NORMAL
018668.jpg,NORMAL,NORMAL
018669.jpg,NORMAL,NORMAL
018670.jpg,NORMAL,NORMAL
018671.jpg,NORMAL,NORMAL
018672.jpg,NORMAL,NORMAL
018673.jpg,NORMAL,NORMAL
018674.jpg,NORMAL,NORMAL
018675.jpg,NORMAL,NORMAL
018676.jpg,NORMAL,NORMAL
018677.jpg,NORMAL,NORMAL
018678.jpg,NORMAL,NORMAL
018679.jpg,NORMAL,NORMAL
018680.jpg,NORMAL,NORMAL
018681.jpg,NORMAL,NORMAL
018682.jpg,NORMAL,NORMAL
018683.jpg,NORMAL,NORMAL
018684.jpg,NORMAL,NORMAL
018685.jpg,NORMAL,NORMAL
018686.jpg,NORMAL,NORMAL
018687.jpg,NORMAL,NORMAL
018688.jpg,NORMAL,NORMAL
018689.jpg,NORMAL,NORMAL
018690.jpg,NORMAL,NORMAL
018691.jpg,NORMAL,NORMAL
018692.jpg,NORMAL,NORMAL
018693.jpg,NORMAL,NORMAL
018694.jpg,NORMAL,NORMAL
018695.jpg,NORMAL,NORMAL
018696.jpg,NORMAL,NORMAL
018697.jpg,NORMAL,NORMAL
018698.jpg,NORMAL,NORMAL
018699.jpg,NORMAL,NORMAL
018700.jpg,NORMAL,NORMAL
018707.jpg,NORMAL,NORMAL
018708.jpg,NORMAL,NORMAL
018709.jpg,NORMAL,NORMAL
018710.jpg,NORMAL,NORMAL
018711.jpg,NORMAL,NORMAL
018712.jpg,NORMAL,NORMAL
018713.jpg,NORMAL,NORMAL
018714.jpg,NORMAL,NORMAL
018715.jpg,NORMAL,NORMAL
018716.jpg,NORMAL,NORMAL
018717.jpg,NORMAL,NORMAL
018718.jpg,NORMAL,NORMAL
018719.jpg,NORMAL,NORMAL
018720.jpg,NORMAL,NORMAL
018721.jpg,NORMAL,NORMAL
018722.jpg,NORMAL,NORMAL
018723.jpg,NORMAL,NORMAL
018724.jpg,NORMAL,NORMAL
018725.jpg,NORMAL,NORMAL
018726.jpg,NORMAL,NORMAL
018727.jpg,NORMAL,NORMAL
018728.jpg,NORMAL,NORMAL
018729.jpg,NORMAL,NORMAL
018730.jpg,NORMAL,NORMAL
018731.jpg,NORMAL,NORMAL
018732.jpg,NORMAL,NORMAL
018733.jpg,NORMAL,NORMAL
018734.jpg,NORMAL,NORMAL
018735.jpg,NORMAL,NORMAL
018736.jpg,NORMAL,NORMAL
018737.jpg,NORMAL,NORMAL
018738.jpg,NORMAL,NORMAL
018739.jpg,NORMAL,NORMAL
018740.jpg,NORMAL,NORMAL
018741.jpg,NORMAL,NORMAL
018742.jpg,NORMAL,NORMAL
018743.jpg,NORMAL,NORMAL
018744.jpg,NORMAL,NORMAL
018745.jpg,NORMAL,NORMAL
018746.jpg,NORMAL,NORMAL
018747.jpg,NORMAL,NORMAL
018748.jpg,NORMAL,NORMAL
018749.jpg,NORMAL,NORMAL
018765.jpg,NORMAL,NORMAL
018766.jpg,NORMAL,NORMAL
018767.jpg,NORMAL,NORMAL
018768.jpg,NORMAL,NORMAL
018769.jpg,NORMAL,NORMAL
018770.jpg,NORMAL,NORMAL
018771.jpg,NORMAL,NORMAL
018772.jpg,NORMAL,NORMAL
018773.jpg,NORMAL,NORMAL
018774.jpg,NORMAL,NORMAL
018775.jpg,NORMAL,NORMAL
018776.jpg,NORMAL,NORMAL
018777.jpg,NORMAL,NORMAL
018778.jpg,NORMAL,NORMAL
018779.jpg,NORMAL,NORMAL
018780.jpg,NORMAL,NORMAL
018781.jpg,NORMAL,NORMAL
018782.jpg,NORMAL,NORMAL
018783.jpg,NORMAL,NORMAL
018784.jpg,NORMAL,NORMAL
018785.jpg,NORMAL,NORMAL
018786.jpg,NORMAL,NORMAL
018787.jpg,NORMAL,NORMAL
018788.jpg,NORMAL,NORMAL
018789.jpg,NORMAL,NORMAL
018790.jpg,NORMAL,NORMAL
018791.jpg,NORMAL,NORMAL
018792.jpg,NORMAL,NORMAL
018793.jpg,NORMAL,NORMAL
018794.jpg,NORMAL,NORMAL
018795.jpg,NORMAL,NORMAL
018801.jpg,NORMAL,NORMAL
018802.jpg,NORMAL,NORMAL
018803.jpg,NORMAL,NORMAL
018804.jpg,NORMAL,NORMAL
018805.jpg,NORMAL,NORMAL
018812.jpg,NORMAL,NORMAL
018813.jpg,NORMAL,NORMAL
018814.jpg,NORMAL,NORMAL
018815.jpg,NORMAL,NORMAL
018816.jpg,NORMAL,NORMAL
018817.jpg,NORMAL,NORMAL
018818.jpg,NORMAL,NORMAL
018819.jpg,NORMAL,NORMAL
018820.jpg,NORMAL,NORMAL
018821.jpg,NORMAL,NORMAL
018822.jpg,NORMAL,NORMAL
018823.jpg,NORMAL,NORMAL
018824.jpg,NORMAL,NORMAL
018825.jpg,NORMAL,NORMAL
018826.jpg,NORMAL,NORMAL
018827.jpg,NORMAL,NORMAL
018828.jpg,NORMAL,NORMAL
018829.jpg,NORMAL,NORMAL
018830.jpg,NORMAL,NORMAL
018831.jpg,NORMAL,NORMAL
018832.jpg,NORMAL,NORMAL
018833.jpg,NORMAL,NORMAL
018834.jpg,NORMAL,NORMAL
018835.jpg,NORMAL,NORMAL
018836.jpg,NORMAL,NORMAL
018837.jpg,NORMAL,NORMAL
018838.jpg,NORMAL,NORMAL
018839.jpg,NORMAL,NORMAL
018840.jpg,NORMAL,NORMAL
018841.jpg,NORMAL,NORMAL
018842.jpg,NORMAL,NORMAL
018843.jpg,NORMAL,NORMAL
018844.jpg,NORMAL,NORMAL
018845.jpg,NORMAL,NORMAL
018846.jpg,NORMAL,NORMAL
018847.jpg,NORMAL,NORMAL
018848.jpg,NORMAL,NORMAL
018849.jpg,NORMAL,NORMAL
018850.jpg,NORMAL,NORMAL
018851.jpg,NORMAL,NORMAL
018852.jpg,NORMAL,NORMAL
018853.jpg,NORMAL,NORMAL
018854.jpg,NORMAL,NORMAL
018855.jpg,NORMAL,NORMAL
018856.jpg,NORMAL,NORMAL
018857.jpg,NORMAL,NORMAL
018858.jpg,NORMAL,NORMAL
018859.jpg,NORMAL,NORMAL
018860.jpg,NORMAL,NORMAL
018861.jpg,NORMAL,NORMAL
018862.jpg,NORMAL,NORMAL
018863.jpg,NORMAL,NORMAL
018881.jpg,NORMAL,NORMAL
018882.jpg,NORMAL,NORMAL
018883.jpg,NORMAL,NORMAL
018884.jpg,NORMAL,NORMAL
018885.jpg,NORMAL,NORMAL
018886.jpg,NORMAL,NORMAL
018887.jpg,NORMAL,NORMAL
018888.jpg,NORMAL,NORMAL
018889.jpg,NORMAL,NORMAL
018890.jpg,NORMAL,NORMAL
018891.jpg,NORMAL,NORMAL
018892.jpg,NORMAL,NORMAL
018893.jpg,NORMAL,NORMAL
018894.jpg,NORMAL,NORMAL
018895.jpg,NORMAL,NORMAL
018896.jpg,NORMAL,NORMAL
018897.jpg,NORMAL,NORMAL
018898.jpg,NORMAL,NORMAL
018899.jpg,NORMAL,NORMAL
018900.jpg,NORMAL,NORMAL
018901.jpg,NORMAL,NORMAL
018902.jpg,NORMAL,NORMAL
018903.jpg,NORMAL,NORMAL
018904.jpg,NORMAL,NORMAL
018905.jpg,NORMAL,NORMAL
018906.jpg,NORMAL,NORMAL
018907.jpg,NORMAL,NORMAL
018908.jpg,NORMAL,NORMAL
018909.jpg,NORMAL,NORMAL
018910.jpg,NORMAL,NORMAL
018911.jpg,NORMAL,NORMAL
018912.jpg,NORMAL,NORMAL
018913.jpg,NORMAL,NORMAL
018914.jpg,NORMAL,NORMAL
018915.jpg,NORMAL,NORMAL
018916.jpg,NORMAL,NORMAL
018917.jpg,NORMAL,NORMAL
018918.jpg,NORMAL,NORMAL
018919.jpg,NORMAL,NORMAL
018920.jpg,NORMAL,NORMAL
018921.jpg,NORMAL,NORMAL
018922.jpg,NORMAL,NORMAL
018923.jpg,NORMAL,NORMAL
018924.jpg,NORMAL,NORMAL
018925.jpg,NORMAL,NORMAL
018926.jpg,NORMAL,NORMAL
018927.jpg,NORMAL,NORMAL
018947.jpg,NORMAL,NORMAL
018948.jpg,NORMAL,NORMAL
018949.jpg,NORMAL,NORMAL
018950.jpg,NORMAL,NORMAL
018951.jpg,NORMAL,NORMAL
018952.jpg,NORMAL,NORMAL
018953.jpg,NORMAL,NORMAL
018954.jpg,NORMAL,NORMAL
018955.jpg,NORMAL,NORMAL
018956.jpg,NORMAL,NORMAL
018957.jpg,NORMAL,NORMAL
018958.jpg,NORMAL,NORMAL
018959.jpg,NORMAL,NORMAL
018960.jpg,NORMAL,NORMAL
018961.jpg,NORMAL,NORMAL
018962.jpg,NORMAL,NORMAL
018963.jpg,NORMAL,NORMAL
018964.jpg,NORMAL,NORMAL
018965.jpg,NORMAL,NORMAL
018966.jpg,NORMAL,NORMAL
018967.jpg,NORMAL,NORMAL
018968.jpg,NORMAL,NORMAL
018969.jpg,NORMAL,NORMAL
018970.jpg,NORMAL,NORMAL
018971.jpg,NORMAL,NORMAL
018972.jpg,NORMAL,NORMAL
018973.jpg,NORMAL,NORMAL
018974.jpg,NORMAL,NORMAL
018975.jpg,NORMAL,NORMAL
018976.jpg,NORMAL,NORMAL
018977.jpg,NORMAL,NORMAL
018978.jpg,NORMAL,NORMAL
018979.jpg,NORMAL,NORMAL
018980.jpg,NORMAL,NORMAL
018981.jpg,NORMAL,NORMAL
018982.jpg,NORMAL,NORMAL
018983.jpg,NORMAL,NORMAL
018984.jpg,NORMAL,NORMAL
018985.jpg,NORMAL,NORMAL
018986.jpg,NORMAL,NORMAL
018987.jpg,NORMAL,NORMAL
018988.jpg,NORMAL,NORMAL
018995.jpg,NORMAL,NORMAL
018996.jpg,NORMAL,NORMAL
018997.jpg,NORMAL,NORMAL
018998.jpg,NORMAL,NORMAL
018999.jpg,NORMAL,NORMAL
019010.jpg,NORMAL,NORMAL
019011.jpg,NORMAL,NORMAL
019012.jpg,NORMAL,NORMAL
019013.jpg,NORMAL,NORMAL
019014.jpg,NORMAL,NORMAL
019015.jpg,NORMAL,NORMAL
019016.jpg,NORMAL,NORMAL
019017.jpg,NORMAL,NORMAL
019018.jpg,NORMAL,NORMAL
019019.jpg,NORMAL,NORMAL
019020.jpg,NORMAL,NORMAL
019021.jpg,NORMAL,NORMAL
019022.jpg,NORMAL,NORMAL
019023.jpg,NORMAL,NORMAL
019024.jpg,NORMAL,NORMAL
019025.jpg,NORMAL,NORMAL
019026.jpg,NORMAL,NORMAL
019027.jpg,NORMAL,NORMAL
019028.jpg,NORMAL,NORMAL
019029.jpg,NORMAL,NORMAL
019030.jpg,NORMAL,NORMAL
019031.jpg,NORMAL,NORMAL
019032.jpg,NORMAL,NORMAL
019033.jpg,NORMAL,NORMAL
019034.jpg,NORMAL,NORMAL
019035.jpg,NORMAL,NORMAL
019036.jpg,NORMAL,NORMAL
019037.jpg,NORMAL,NORMAL
019038.jpg,NORMAL,NORMAL
019039.jpg,NORMAL,NORMAL
019040.jpg,NORMAL,NORMAL
019041.jpg,NORMAL,NORMAL
019042.jpg,NORMAL,NORMAL
019043.jpg,NORMAL,NORMAL
019044.jpg,NORMAL,NORMAL
019045.jpg,NORMAL,NORMAL
019046.jpg,NORMAL,NORMAL
019047.jpg,NORMAL,NORMAL
019048.jpg,NORMAL,NORMAL
019049.jpg,NORMAL,NORMAL
019050.jpg,NORMAL,NORMAL
019051.jpg,NORMAL,NORMAL
019052.jpg,NORMAL,NORMAL
019053.jpg,NORMAL,NORMAL
019054.jpg,NORMAL,NORMAL
019055.jpg,NORMAL,NORMAL
019056.jpg,NORMAL,NORMAL
019057.jpg,NORMAL,NORMAL
019058.jpg,NORMAL,NORMAL
019059.jpg,NORMAL,NORMAL
019060.jpg,NORMAL,NORMAL
019061.jpg,NORMAL,NORMAL
019062.jpg,NORMAL,NORMAL
019063.jpg,NORMAL,NORMAL
019064.jpg,NORMAL,NORMAL
019065.jpg,NORMAL,NORMAL
019066.jpg,NORMAL,NORMAL
019067.jpg,NORMAL,NORMAL
019068.jpg,NORMAL,NORMAL
019069.jpg,NORMAL,NORMAL
019070.jpg,NORMAL,NORMAL
019071.jpg,NORMAL,NORMAL
019072.jpg,NORMAL,NORMAL
019073.jpg,NORMAL,NORMAL
019074.jpg,NORMAL,NORMAL
019075.jpg,NORMAL,NORMAL
019076.jpg,NORMAL,NORMAL
019077.jpg,NORMAL,NORMAL
019089.jpg,NORMAL,NORMAL
019090.jpg,NORMAL,NORMAL
019091.jpg,NORMAL,NORMAL
019092.jpg,NORMAL,NORMAL
019093.jpg,NORMAL,NORMAL
019094.jpg,NORMAL,NORMAL
019095.jpg,NORMAL,NORMAL
019096.jpg,NORMAL,NORMAL
019097.jpg,NORMAL,NORMAL
019098.jpg,NORMAL,NORMAL
019099.jpg,NORMAL,NORMAL
019100.jpg,NORMAL,NORMAL
019101.jpg,NORMAL,NORMAL
019102.jpg,NORMAL,NORMAL
019103.jpg,NORMAL,NORMAL
019104.jpg,NORMAL,NORMAL
019105.jpg,NORMAL,NORMAL
019106.jpg,NORMAL,NORMAL
019107.jpg,NORMAL,NORMAL
019108.jpg,NORMAL,NORMAL
019109.jpg,NORMAL,NORMAL
019110.jpg,NORMAL,NORMAL
019111.jpg,NORMAL,NORMAL
019112.jpg,NORMAL,NORMAL
019113.jpg,NORMAL,NORMAL
019114.jpg,NORMAL,NORMAL
019115.jpg,NORMAL,NORMAL
019116.jpg,NORMAL,NORMAL
019117.jpg,NORMAL,NORMAL
019118.jpg,NORMAL,NORMAL
019119.jpg,NORMAL,NORMAL
019120.jpg,NORMAL,NORMAL
019121.jpg,NORMAL,NORMAL
019122.jpg,NORMAL,NORMAL
019123.jpg,NORMAL,NORMAL
019124.jpg,NORMAL,NORMAL
019125.jpg,NORMAL,NORMAL
019126.jpg,NORMAL,NORMAL
019127.jpg,NORMAL,NORMAL
019142.jpg,NORMAL,NORMAL
019143.jpg,NORMAL,NORMAL
019144.jpg,NORMAL,NORMAL
019145.jpg,NORMAL,NORMAL
019146.jpg,NORMAL,NORMAL
019147.jpg,NORMAL,NORMAL
019148.jpg,NORMAL,NORMAL
019149.jpg,NORMAL,NORMAL
019150.jpg,NORMAL,NORMAL
019151.jpg,NORMAL,NORMAL
019152.jpg,NORMAL,NORMAL
019153.jpg,NORMAL,NORMAL
019154.jpg,NORMAL,NORMAL
019155.jpg,NORMAL,NORMAL
019156.jpg,NORMAL,NORMAL
019157.jpg,NORMAL,NORMAL
019158.jpg,NORMAL,NORMAL
019159.jpg,NORMAL,NORMAL
019160.jpg,NORMAL,NORMAL
019161.jpg,NORMAL,NORMAL
019162.jpg,NORMAL,NORMAL
019163.jpg,NORMAL,NORMAL
019164.jpg,NORMAL,NORMAL
019165.jpg,NORMAL,NORMAL
019171.jpg,NORMAL,NORMAL
019172.jpg,NORMAL,NORMAL
019173.jpg,NORMAL,MAOS_FORA
019174.jpg,NORMAL,MAOS_FORA
019175.jpg,NORMAL,MAOS_FORA
019186.jpg,NORMAL,MAOS_FORA
019187.jpg,NORMAL,MAOS_FORA
019188.jpg,NORMAL,MAOS_FORA
019189.jpg,NORMAL,MAOS_FORA
019190.jpg,NORMAL,MAOS_FORA
019191.jpg,NORMAL,MAOS_FORA
019192.jpg,NORMAL,MAOS_FORA
019198.jpg,NORMAL,MAOS_FORA
019199.jpg,NORMAL,MAOS_FORA
019200.jpg,NORMAL,MAOS_FORA
019201.jpg,NORMAL,NORMAL
019202.jpg,NORMAL,NORMAL
019203.jpg,NORMAL,NORMAL
019204.jpg,NORMAL,NORMAL
019205.jpg,NORMAL,NORMAL
019206.jpg,NORMAL,NORMAL
019207.jpg,NORMAL,NORMAL
019208.jpg,NORMAL,NORMAL
019209.jpg,NORMAL,NORMAL
019210.jpg,NORMAL,NORMAL
019211.jpg,NORMAL,NORMAL
019212.jpg,NORMAL,NORMAL
019213.jpg,NORMAL,NORMAL
019214.jpg,NORMAL,NORMAL
019215.jpg,NORMAL,NORMAL
019221.jpg,NORMAL,NORMAL
019222.jpg,NORMAL,NORMAL
019223.jpg,NORMAL,NORMAL
019224.jpg,NORMAL,NORMAL
019225.jpg,NORMAL,NORMAL
019226.jpg,NORMAL,NORMAL
019227.jpg,NORMAL,NORMAL
019228.jpg,NORMAL,NORMAL
019229.jpg,NORMAL,NORMAL
019230.jpg,NORMAL,NORMAL
019231.jpg,NORMAL,NORMAL
019232.jpg,NORMAL,NORMAL
019233.jpg,NORMAL,NORMAL
019234.jpg,NORMAL,NORMAL
019235.jpg,NORMAL,NORMAL
019236.jpg,NORMAL,NORMAL
019237.jpg,NORMAL,NORMAL
019238.jpg,NORMAL,NORMAL
019239.jpg,NORMAL,NORMAL
019240.jpg,NORMAL,NORMAL
019241.jpg,NORMAL,NORMAL
019242.jpg,NORMAL,NORMAL
019243.jpg,NORMAL,NORMAL
019244.jpg,NORMAL,NORMAL
019245.jpg,NORMAL,NORMAL
019246.jpg,NORMAL,NORMAL
019247.jpg,NORMAL,NORMAL
019248.jpg,NORMAL,NORMAL
019249.jpg,NORMAL,NORMAL
019250.jpg,NORMAL,NORMAL
019251.jpg,NORMAL,NORMAL
019252.jpg,NORMAL,NORMAL
019253.jpg,NORMAL,NORMAL
019254.jpg,NORMAL,NORMAL
019255.jpg,NORMAL,NORMAL
019256.jpg,NORMAL,NORMAL
019257.jpg,NORMAL,NORMAL
019258.jpg,NORMAL,NORMAL
019259.jpg,NORMAL,NORMAL
019260.jpg,NORMAL,NORMAL
019261.jpg,NORMAL,NORMAL
019262.jpg,NORMAL,NORMAL
019263.jpg,NORMAL,NORMAL
019264.jpg,NORMAL,NORMAL
019265.jpg,NORMAL,NORMAL
019266.jpg,NORMAL,NORMAL
019267.jpg,NORMAL,NORMAL
019268.jpg,NORMAL,NORMAL
019274.jpg,NORMAL,NORMAL
019275.jpg,NORMAL,NORMAL
019276.jpg,NORMAL,NORMAL
019277.jpg,NORMAL,NORMAL
019278.jpg,NORMAL,NORMAL
019279.jpg,NORMAL,NORMAL
019280.jpg,NORMAL,NORMAL
019281.jpg,NORMAL,NORMAL
019282.jpg,NORMAL,NORMAL
019283.jpg,NORMAL,NORMAL
019284.jpg,NORMAL,NORMAL
019285.jpg,NORMAL,NORMAL
019286.jpg,NORMAL,NORMAL
019287.jpg,NORMAL,NORMAL
019288.jpg,NORMAL,NORMAL
019289.jpg,NORMAL,NORMAL
019290.jpg,NORMAL,NORMAL
019291.jpg,NORMAL,NORMAL
019292.jpg,NORMAL,NORMAL
019293.jpg,NORMAL,NORMAL
019294.jpg,NORMAL,NORMAL
019295.jpg,NORMAL,NORMAL
019296.jpg,NORMAL,NORMAL
019297.jpg,NORMAL,NORMAL
019298.jpg,NORMAL,NORMAL
019299.jpg,NORMAL,NORMAL
019300.jpg,NORMAL,NORMAL
019301.jpg,NORMAL,NORMAL
019302.jpg,NORMAL,NORMAL
019303.jpg,NORMAL,NORMAL
019304.jpg,NORMAL,NORMAL
019305.jpg,NORMAL,NORMAL
019306.jpg,NORMAL,NORMAL
019307.jpg,NORMAL,NORMAL
019308.jpg,NORMAL,NORMAL
019309.jpg,NORMAL,NORMAL
019310.jpg,NORMAL,NORMAL
019311.jpg,NORMAL,NORMAL
019312.jpg,NORMAL,NORMAL
019313.jpg,NORMAL,NORMAL
019314.jpg,NORMAL,NORMAL
019315.jpg,NORMAL,NORMAL
019316.jpg,NORMAL,NORMAL
019317.jpg,NORMAL,NORMAL
019318.jpg,NORMAL,NORMAL
019319.jpg,NORMAL,NORMAL
019320.jpg,NORMAL,NORMAL
019321.jpg,NORMAL,NORMAL
019322.jpg,NORMAL,NORMAL
019323.jpg,NORMAL,NORMAL
019324.jpg,NORMAL,NORMAL
019325.jpg,NORMAL,NORMAL
019326.jpg,NORMAL,NORMAL
019327.jpg,NORMAL,NORMAL
019328.jpg,NORMAL,NORMAL
019329.jpg,NORMAL,NORMAL
019330.jpg,NORMAL,NORMAL
019331.jpg,NORMAL,NORMAL
019332.jpg,NORMAL,NORMAL
019333.jpg,NORMAL,NORMAL
019334.jpg,NORMAL,NORMAL
019335.jpg,NORMAL,NORMAL
019336.jpg,NORMAL,NORMAL
019337.jpg,NORMAL,NORMAL
019338.jpg,NORMAL,NORMAL
019339.jpg,NORMAL,NORMAL
019340.jpg,NORMAL,NORMAL
019341.jpg,NORMAL,NORMAL
019342.jpg,NORMAL,NORMAL
019343.jpg,NORMAL,NORMAL
019344.jpg,NORMAL,NORMAL
019345.jpg,NORMAL,NORMAL
019346.jpg,NORMAL,NORMAL
019347.jpg,NORMAL,NORMAL
019348.jpg,NORMAL,NORMAL
019349.jpg,NORMAL,NORMAL
019350.jpg,NORMAL,NORMAL
019351.jpg,NORMAL,NORMAL
019352.jpg,NORMAL,NORMAL
019353.jpg,NORMAL,NORMAL
019354.jpg,NORMAL,NORMAL
019355.jpg,NORMAL,NORMAL
019356.jpg,NORMAL,NORMAL
019357.jpg,NORMAL,NORMAL
019358.jpg,NORMAL,NORMAL
019359.jpg,NORMAL,NORMAL
019360.jpg,NORMAL,NORMAL
019361.jpg,NORMAL,NORMAL
019362.jpg,NORMAL,NORMAL
019363.jpg,NORMAL,NORMAL
019364.jpg,NORMAL,NORMAL
019365.jpg,NORMAL,NORMAL
019366.jpg,NORMAL,NORMAL
019367.jpg,NORMAL,NORMAL
019368.jpg,NORMAL,NORMAL
019369.jpg,NORMAL,NORMAL
019370.jpg,NORMAL,NORMAL
019371.jpg,NORMAL,NORMAL
019372.jpg,NORMAL,NORMAL
019373.jpg,NORMAL,NORMAL
019374.jpg,NORMAL,NORMAL
019375.jpg,NORMAL,NORMAL
019376.jpg,NORMAL,NORMAL
019377.jpg,NORMAL,NORMAL
019378.jpg,NORMAL,NORMAL
019379.jpg,NORMAL,NORMAL
019380.jpg,NORMAL,NORMAL
019381.jpg,NORMAL,NORMAL
019382.jpg,NORMAL,NORMAL
019383.jpg,NORMAL,NORMAL
019384.jpg,NORMAL,NORMAL
019385.jpg,NORMAL,NORMAL
019386.jpg,NORMAL,NORMAL
019387.jpg,NORMAL,NORMAL
019388.jpg,NORMAL,NORMAL
019389.jpg,NORMAL,NORMAL
019390.jpg,NORMAL,NORMAL
019391.jpg,NORMAL,NORMAL
019392.jpg,NORMAL,NORMAL
019393.jpg,NORMAL,NORMAL
019394.jpg,NORMAL,NORMAL
019395.jpg,NORMAL,NORMAL
019396.jpg,NORMAL,NORMAL
019397.jpg,NORMAL,NORMAL
019398.jpg,NORMAL,NORMAL
019399.jpg,NORMAL,NORMAL
019400.jpg,NORMAL,NORMAL
019401.jpg,NORMAL,NORMAL
019402.jpg,NORMAL,NORMAL
019408.jpg,NORMAL,NORMAL
019409.jpg,NORMAL,MAOS_FORA
019410.jpg,NORMAL,MAOS_FORA
019411.jpg,NORMAL,MAOS_FORA
019412.jpg,NORMAL,MAOS_FORA
019430.jpg,NORMAL,MAOS_FORA
019431.jpg,NORMAL,MAOS_FORA
019432.jpg,NORMAL,MAOS_FORA
019433.jpg,NORMAL,MAOS_FORA
019434.jpg,NORMAL,MAOS_FORA
019435.jpg,NORMAL,MAOS_FORA
019436.jpg,NORMAL,MAOS_FORA
019449.jpg,NORMAL,MAOS_FORA
019450.jpg,NORMAL,MAOS_FORA
019451.jpg,NORMAL,MAOS_FORA
019452.jpg,NORMAL,MAOS_FORA
019453.jpg,NORMAL,MAOS_FORA
019454.jpg,NORMAL,MAOS_FORA
019455.jpg,NORMAL,MAOS_FORA
019486.jpg,NORMAL,MAOS_FORA
019487.jpg,NORMAL,MAOS_FORA
019488.jpg,NORMAL,MAOS_FORA
019489.jpg,NORMAL,MAOS_FORA
019490.jpg,NORMAL,MAOS_FORA
019491.jpg,NORMAL,MAOS_FORA
019492.jpg,NORMAL,MAOS_FORA
019493.jpg,NORMAL,MAOS_FORA
019494.jpg,NORMAL,MAOS_FORA
019495.jpg,NORMAL,MAOS_FORA
019600.jpg,NORMAL,MAOS_FORA
019601.jpg,NORMAL,MAOS_FORA
019602.jpg,NORMAL,MAOS_FORA
019603.jpg,NORMAL,MAOS_FORA
019604.jpg,NORMAL,MAOS_FORA
019605.jpg,NORMAL,MAOS_FORA
019606.jpg,NORMAL,MAOS_FORA
019607.jpg,NORMAL,MAOS_FORA
019613.jpg,NORMAL,MAOS_FORA
019614.jpg,NORMAL,MAOS_FORA
019615.jpg,NORMAL,MAOS_FORA
019616.jpg,NORMAL,MAOS_FORA
019617.jpg,NORMAL,MAOS_FORA
019618.jpg,NORMAL,MAOS_FORA
019619.jpg,NORMAL,MAOS_FORA
019620.jpg,NORMAL,MAOS_FORA
019621.jpg,NORMAL,MAOS_FORA
019622.jpg,NORMAL,MAOS_FORA
019623.jpg,NORMAL,MAOS_FORA
019624.jpg,NORMAL,MAOS_FORA
019625.jpg,NORMAL,MAOS_FORA
019626.jpg,NORMAL,MAOS_FORA
019627.jpg,NORMAL,MAOS_FORA
019628.jpg,NORMAL,MAOS_FORA
019629.jpg,NORMAL,MAOS_FORA
019630.jpg,NORMAL,MAOS_FORA
019631.jpg,NORMAL,MAOS_FORA
019632.jpg,NORMAL,MAOS_FORA
019633.jpg,NORMAL,MAOS_FORA
019634.jpg,NORMAL,MAOS_FORA
019635.jpg,NORMAL,MAOS_FORA
019636.jpg,NORMAL,MAOS_FORA
019637.jpg,NORMAL,MAOS_FORA
019638.jpg,NORMAL,MAOS_FORA
019639.jpg,NORMAL,MAOS_FORA
019640.jpg,NORMAL,MAOS_FORA
019641.jpg,NORMAL,MAOS_FORA
019642.jpg,NORMAL,MAOS_FORA
019643.jpg,NORMAL,MAOS_FORA
019644.jpg,NORMAL,MAOS_FORA
019652.jpg,NORMAL,MAOS_FORA
019653.jpg,NORMAL,MAOS_FORA
019654.jpg,NORMAL,MAOS_FORA
019655.jpg,NORMAL,MAOS_FORA
019656.jpg,NORMAL,MAOS_FORA
019657.jpg,NORMAL,MAOS_FORA
019658.jpg,NORMAL,MAOS_FORA
019664.jpg,NORMAL,MAOS_FORA
019665.jpg,NORMAL,MAOS_FORA
019666.jpg,NORMAL,MAOS_FORA
019667.jpg,NORMAL,MAOS_FORA
019668.jpg,NORMAL,MAOS_FORA
019677.jpg,NORMAL,NORMAL
019678.jpg,NORMAL,NORMAL
019679.jpg,NORMAL,NORMAL
019680.jpg,NORMAL,NORMAL
019681.jpg,NORMAL,NORMAL
019682.jpg,NORMAL,NORMAL
019683.jpg,NORMAL,NORMAL
019684.jpg,NORMAL,NORMAL
019685.jpg,NORMAL,NORMAL
019686.jpg,NORMAL,NORMAL
019687.jpg,NORMAL,NORMAL
019688.jpg,NORMAL,NORMAL
019689.jpg,NORMAL,NORMAL
019690.jpg,NORMAL,NORMAL
019691.jpg,NORMAL,NORMAL
019692.jpg,NORMAL,NORMAL
019693.jpg,NORMAL,NORMAL
019694.jpg,NORMAL,NORMAL
019695.jpg,NORMAL,NORMAL
019696.jpg,NORMAL,NORMAL
